order_id,user_id,order_time,order_value,delivery_time_minutes,payment_method,is_discount_used,city
1756,1820,2024-02-25 07:21:00,194.68,14,UPI,True,Pune
1757,1821,2024-02-26 07:34:00,649.71,20,UPI,False,Bangalore
1758,1822,2024-02-09 20:43:00,471.55,18,COD,True,Delhi
1759,1823,2024-03-11 09:56:00,497.75,17,COD,True,Pune
1760,1823,2024-03-27 18:21:00,768.33,16,COD,True,Pune
1761,1826,2024-02-26 21:10:00,721.99,19,UPI,False,Delhi
1762,1826,2024-02-28 22:54:00,531.6,16,UPI,False,Delhi
1763,1827,2024-02-07 07:49:00,525.99,11,Card,True,Delhi
1764,1827,2024-03-03 10:36:00,481.96,5,Card,False,Delhi
1765,1830,2024-03-23 21:06:00,712.73,17,Card,False,Hyderabad
1766,1832,2024-02-19 22:24:00,669.53,16,Card,False,Bangalore
1767,1834,2024-03-20 22:25:00,588.63,5,Card,True,Hyderabad
1768,1834,2024-03-22 09:51:00,358.34,7,UPI,True,Hyderabad
1769,1836,2024-02-20 23:40:00,855.25,16,COD,False,Mumbai
1770,1836,2024-03-14 07:46:00,603.65,20,UPI,False,Mumbai
1771,1837,2024-02-11 05:54:00,457.27,17,COD,True,Mumbai
1772,1839,2024-03-28 07:53:00,685.48,14,COD,True,Hyderabad
1773,1840,2024-01-20 18:14:00,718.61,9,COD,False,Hyderabad
1774,1841,2024-02-18 15:32:00,765.11,15,Card,True,Hyderabad
1775,1841,2024-02-25 22:38:00,265.38,23,Card,True,Hyderabad
1776,1841,2024-03-13 10:37:00,428.89,14,COD,True,Hyderabad
1777,1843,2024-03-18 19:16:00,393.49,7,UPI,False,Pune
1778,1843,2024-03-21 18:34:00,721.9,32,Card,False,Pune
1779,1846,2024-02-28 09:52:00,765.82,29,COD,False,Delhi
1780,1850,2024-02-10 20:09:00,523.65,13,UPI,False,Delhi
1781,1851,2024-02-07 19:37:00,687.5,21,Card,True,Mumbai
1782,1856,2024-01-21 18:30:00,298.0,14,Card,True,Mumbai
1783,1856,2024-01-31 09:24:00,571.77,37,Card,False,Mumbai
1784,1857,2024-03-27 20:11:00,622.67,16,COD,False,Mumbai
1785,1858,2024-03-12 08:49:00,624.55,16,COD,True,Hyderabad
1786,1859,2024-02-03 07:50:00,575.09,25,UPI,True,Delhi
1787,1860,2024-03-11 10:50:00,567.67,11,UPI,False,Hyderabad
1788,1861,2024-01-28 18:46:00,884.78,15,COD,True,Pune
1789,1863,2024-02-23 10:54:00,621.51,25,Card,True,Delhi
1790,1863,2024-02-29 12:01:00,354.82,10,UPI,True,Delhi
1791,1863,2024-03-14 10:25:00,667.26,18,UPI,False,Delhi
1792,1867,2024-03-31 21:30:00,503.97,15,COD,False,Hyderabad
1793,1870,2024-02-19 07:51:00,595.32,14,UPI,False,Delhi
1794,1872,2024-02-21 19:16:00,379.73,5,COD,False,Pune
1795,1872,2024-03-03 08:46:00,841.5,14,UPI,True,Pune
1796,1873,2024-02-22 18:38:00,636.09,13,Card,True,Bangalore
1797,1873,2024-03-03 19:38:00,859.58,19,UPI,False,Bangalore
1798,1873,2024-03-12 07:54:00,588.5,25,Card,True,Bangalore
1799,1874,2024-03-22 22:36:00,467.23,15,UPI,False,Delhi
1800,1876,2024-01-31 08:55:00,513.19,16,UPI,True,Mumbai
1801,1876,2024-02-13 18:57:00,684.06,21,Card,True,Mumbai
1802,1877,2024-01-24 07:37:00,851.86,21,Card,False,Bangalore
1803,1878,2024-01-13 22:00:00,624.93,29,UPI,True,Delhi
1804,1880,2024-03-26 23:58:00,529.67,24,UPI,False,Bangalore
1805,1881,2024-02-16 19:15:00,812.3,25,UPI,True,Bangalore
1806,1883,2024-02-06 10:29:00,618.81,24,UPI,False,Mumbai
1807,1884,2024-01-10 10:37:00,321.09,13,COD,True,Hyderabad
1808,1886,2024-03-10 19:26:00,906.6,17,COD,True,Mumbai
1809,1888,2024-03-08 14:16:00,757.03,16,UPI,False,Mumbai
1810,1889,2024-03-03 10:26:00,543.26,23,COD,True,Mumbai
1811,1891,2024-03-17 20:25:00,18.27,25,Card,False,Mumbai
1812,1891,2024-03-30 20:34:00,416.87,10,COD,False,Mumbai
1813,1892,2024-01-17 22:56:00,667.25,13,UPI,True,Delhi
1814,1892,2024-01-23 09:09:00,678.8,19,Card,True,Delhi
1815,1894,2024-03-10 22:55:00,409.98,21,UPI,True,Bangalore
1816,1897,2024-03-29 07:59:00,679.26,10,COD,False,Mumbai
1817,1899,2024-03-16 05:33:00,285.9,14,Card,True,Delhi
1818,1901,2024-01-16 23:45:00,879.02,23,UPI,False,Pune
1819,1901,2024-02-04 21:44:00,637.4,27,COD,False,Pune
1820,1902,2024-02-23 09:24:00,873.97,21,COD,False,Bangalore
1821,1902,2024-03-10 20:44:00,822.14,14,UPI,True,Bangalore
1822,1902,2024-03-20 10:05:00,782.74,19,Card,True,Bangalore
1823,1903,2024-02-29 19:39:00,859.25,19,Card,True,Mumbai
1824,1903,2024-03-02 10:49:00,303.2,19,Card,True,Mumbai
1825,1904,2024-03-03 07:22:00,410.49,26,Card,True,Hyderabad
1826,1904,2024-03-12 08:43:00,581.95,25,COD,False,Hyderabad
1827,1904,2024-03-20 21:57:00,826.95,25,COD,False,Hyderabad
1828,1908,2024-03-05 18:54:00,701.71,20,UPI,True,Hyderabad
1829,1909,2024-02-19 19:20:00,197.24,20,UPI,True,Pune
1830,1909,2024-02-25 21:20:00,376.79,18,COD,True,Pune
1831,1910,2024-03-10 20:51:00,371.41,19,UPI,False,Bangalore
1832,1910,2024-03-17 19:48:00,920.99,10,Card,True,Bangalore
1833,1914,2024-03-10 19:51:00,599.17,24,UPI,False,Hyderabad
1834,1915,2024-03-13 23:39:00,550.42,19,UPI,False,Bangalore
1835,1916,2024-03-29 07:22:00,464.79,21,COD,True,Bangalore
1836,1918,2024-01-20 23:27:00,549.38,23,COD,False,Pune
1837,1918,2024-01-23 18:37:00,604.34,15,COD,True,Pune
1838,1920,2024-02-26 09:35:00,665.74,14,UPI,True,Bangalore
1839,1921,2024-01-17 10:45:00,693.7,14,COD,False,Hyderabad
1840,1932,2024-01-07 07:32:00,456.14,25,Card,False,Delhi
1841,1932,2024-01-12 16:28:00,692.27,17,UPI,False,Delhi
1842,1934,2024-03-21 07:01:00,692.86,15,UPI,True,Delhi
1843,1937,2024-03-19 07:31:00,816.65,21,UPI,False,Mumbai
1844,1938,2024-01-25 20:16:00,411.44,14,Card,True,Hyderabad
1845,1939,2024-01-13 10:00:00,406.45,16,COD,False,Hyderabad
1846,1939,2024-01-16 09:40:00,367.65,21,Card,False,Hyderabad
1847,1940,2024-02-18 18:54:00,859.19,31,Card,False,Pune
1848,1941,2024-03-18 07:31:00,773.48,18,Card,False,Mumbai
1849,1941,2024-03-30 08:55:00,1104.67,8,COD,False,Mumbai
1850,1943,2024-03-09 09:31:00,575.9,14,Card,False,Hyderabad
1851,1945,2024-03-22 19:16:00,697.26,6,Card,True,Bangalore
1852,1947,2024-03-08 05:09:00,620.33,11,Card,False,Pune
1853,1949,2024-02-23 21:34:00,384.45,14,COD,False,Delhi
1854,1949,2024-03-06 21:11:00,645.16,13,Card,False,Delhi
1855,1950,2024-03-03 18:27:00,450.24,10,UPI,False,Delhi
1856,1950,2024-03-14 09:42:00,1120.5,21,UPI,True,Delhi
1857,1953,2024-02-01 10:28:00,416.55,20,COD,False,Pune
1858,1956,2024-01-22 22:02:00,606.32,15,Card,False,Hyderabad
1859,1958,2024-02-18 19:37:00,780.61,15,Card,True,Bangalore
1860,1959,2024-02-05 19:42:00,781.57,19,COD,False,Pune
1861,1959,2024-02-12 19:32:00,865.1,16,COD,True,Pune
1862,1962,2024-02-13 07:35:00,405.76,17,UPI,False,Bangalore
1863,1962,2024-02-14 03:59:00,235.0,31,UPI,False,Bangalore
1864,1965,2024-01-21 17:53:00,474.59,13,Card,True,Mumbai
1865,1965,2024-02-01 22:36:00,961.37,33,UPI,False,Mumbai
1866,1969,2024-01-22 00:05:00,533.87,26,Card,False,Bangalore
1867,1969,2024-02-05 20:18:00,673.67,32,Card,True,Bangalore
1868,1971,2024-01-08 07:26:00,635.94,23,Card,False,Delhi
1869,1971,2024-02-24 08:36:00,549.64,17,Card,True,Delhi
1870,1971,2024-03-01 23:44:00,721.7,16,COD,False,Delhi
1871,1971,2024-03-05 22:51:00,593.71,20,Card,True,Delhi
1872,1971,2024-03-10 08:29:00,6.65,27,COD,True,Delhi
1873,1971,2024-03-12 20:17:00,743.55,21,COD,False,Delhi
1874,1973,2024-02-19 09:30:00,587.03,24,COD,False,Bangalore
1875,1975,2024-02-18 23:05:00,797.19,19,UPI,True,Delhi
1876,1975,2024-02-22 19:31:00,539.89,26,UPI,False,Delhi
1877,1976,2024-02-28 16:44:00,935.71,19,UPI,True,Hyderabad
1878,1977,2024-03-06 10:58:00,462.0,5,Card,True,Delhi
1879,1979,2024-01-23 09:55:00,818.51,26,COD,False,Hyderabad
1880,1981,2024-02-28 21:31:00,510.28,21,UPI,False,Hyderabad
1881,1981,2024-03-19 22:33:00,481.76,12,UPI,False,Hyderabad
1882,1984,2024-03-16 10:03:00,474.31,27,Card,False,Pune
1883,1986,2024-01-25 10:07:00,449.26,18,Card,True,Mumbai
1884,1986,2024-02-17 08:12:00,492.25,23,COD,False,Mumbai
1885,1986,2024-03-11 08:12:00,263.32,17,COD,True,Mumbai
1886,1987,2024-01-25 21:14:00,601.53,8,UPI,False,Pune
1887,1988,2024-01-24 09:59:00,1021.02,10,COD,True,Pune
1888,1990,2024-03-22 13:03:00,439.96,5,Card,False,Pune
1889,1990,2024-03-25 23:09:00,526.97,18,COD,False,Pune
1890,1991,2024-02-15 09:17:00,408.41,11,UPI,False,Hyderabad
1891,1991,2024-02-28 21:58:00,542.66,12,COD,True,Hyderabad
1892,1992,2024-03-08 21:38:00,615.59,29,UPI,False,Bangalore
1893,1994,2024-03-17 08:52:00,701.4,25,UPI,False,Mumbai
1894,1994,2024-03-24 23:53:00,40.01,24,COD,True,Mumbai
1895,1995,2024-02-01 07:10:00,861.43,16,Card,False,Pune
1896,1995,2024-02-06 09:32:00,952.49,14,UPI,False,Pune
1897,1996,2024-02-09 07:32:00,506.17,26,UPI,False,Bangalore
1898,2000,2024-02-27 08:51:00,397.28,14,COD,True,Mumbai
1899,2000,2024-03-04 19:14:00,353.48,14,COD,False,Mumbai
1900,2000,2024-03-09 18:15:00,308.79,20,COD,True,Mumbai
1901,2001,2024-03-17 07:03:00,725.62,21,COD,False,Delhi
1902,2002,2024-03-26 19:04:00,909.96,8,COD,True,Mumbai
1903,2005,2024-03-30 07:04:00,749.94,21,COD,True,Hyderabad
1904,2007,2024-03-04 20:14:00,724.48,13,UPI,True,Delhi
1905,2008,2024-03-14 08:15:00,580.28,24,COD,True,Hyderabad
1906,2008,2024-03-21 20:02:00,608.81,30,UPI,True,Hyderabad
1907,2009,2024-03-19 13:35:00,658.6,24,COD,False,Bangalore
1908,2009,2024-03-26 17:11:00,265.73,21,Card,True,Bangalore
1909,2010,2024-02-02 23:30:00,453.0,20,COD,False,Mumbai
1910,2011,2024-01-09 18:06:00,948.82,12,UPI,True,Pune
1911,2011,2024-02-21 10:02:00,399.34,16,COD,False,Pune
1912,2011,2024-03-01 09:10:00,339.91,15,Card,False,Pune
1913,2012,2024-03-03 10:27:00,460.86,26,COD,False,Bangalore
1914,2013,2024-02-11 23:39:00,871.22,21,Card,True,Hyderabad
1915,2014,2024-02-14 05:55:00,706.4,14,COD,False,Pune
1916,2017,2024-01-31 18:17:00,1089.15,11,UPI,True,Mumbai
1917,2019,2024-02-24 23:06:00,561.48,23,Card,True,Hyderabad
1918,2019,2024-03-03 20:15:00,577.2,13,COD,False,Hyderabad
1919,2019,2024-03-06 18:16:00,990.59,15,Card,False,Hyderabad
1920,2021,2024-02-02 09:15:00,626.96,10,UPI,True,Bangalore
1921,2022,2024-02-22 08:34:00,576.52,17,UPI,False,Delhi
1922,2025,2024-03-22 15:44:00,576.79,17,COD,True,Bangalore
1923,2025,2024-03-29 08:37:00,721.8,23,Card,False,Bangalore
1924,2025,2024-03-30 23:41:00,-6.8,20,Card,True,Bangalore
1925,2026,2024-01-28 08:34:00,268.87,19,COD,False,Pune
1926,2027,2024-03-21 06:06:00,894.9,21,COD,False,Pune
1927,2029,2024-03-13 20:42:00,547.64,12,UPI,True,Delhi
1928,2032,2024-02-24 07:10:00,847.09,14,COD,False,Hyderabad
1929,2033,2024-01-17 18:14:00,945.67,18,COD,False,Pune
1930,2035,2024-03-20 07:08:00,648.49,20,UPI,False,Delhi
1931,2037,2024-02-19 08:59:00,763.6,18,Card,True,Hyderabad
1932,2037,2024-02-22 19:37:00,617.07,7,Card,True,Hyderabad
1933,2037,2024-02-29 23:33:00,745.08,17,COD,True,Hyderabad
1934,2037,2024-03-17 20:42:00,392.25,16,UPI,False,Hyderabad
1935,2042,2024-02-01 07:57:00,383.43,18,COD,True,Delhi
1936,2042,2024-02-10 21:33:00,745.42,6,UPI,False,Delhi
1937,2043,2024-03-20 22:16:00,693.42,21,COD,False,Pune
1938,2045,2024-03-15 23:30:00,466.99,25,Card,True,Hyderabad
1939,2047,2024-02-07 23:45:00,585.99,9,UPI,False,Pune
1940,2047,2024-02-27 08:27:00,431.54,15,Card,True,Pune
1941,2050,2024-03-07 07:05:00,477.68,17,COD,True,Pune
1942,2050,2024-03-14 08:23:00,511.76,6,COD,True,Pune
1943,2050,2024-03-15 22:09:00,646.33,11,COD,False,Pune
1944,2050,2024-03-22 21:27:00,822.33,14,Card,True,Pune
1945,2051,2024-03-10 10:00:00,735.88,27,Card,True,Hyderabad
1946,2053,2024-01-18 19:37:00,901.04,8,Card,False,Mumbai
1947,2053,2024-01-20 18:21:00,603.76,27,Card,True,Mumbai
1948,2054,2024-03-23 16:29:00,489.66,25,UPI,False,Bangalore
1949,2056,2024-01-22 09:34:00,447.94,6,UPI,True,Pune
1950,2057,2024-01-23 08:50:00,301.78,28,UPI,True,Hyderabad
1951,2058,2024-03-18 23:23:00,606.83,17,COD,False,Bangalore
1952,2058,2024-03-28 10:42:00,511.3,14,Card,False,Bangalore
1953,2061,2024-02-05 21:47:00,487.57,18,COD,True,Bangalore
1954,2061,2024-02-06 22:18:00,643.01,9,UPI,False,Bangalore
1955,2061,2024-02-13 11:27:00,773.91,24,Card,False,Bangalore
1956,2061,2024-03-07 08:41:00,349.75,13,COD,False,Bangalore
1957,2061,2024-03-19 07:31:00,913.56,16,COD,False,Bangalore
1958,2062,2024-03-02 22:49:00,740.79,21,COD,False,Pune
1959,2064,2024-01-12 09:00:00,684.15,23,Card,False,Mumbai
1960,2065,2024-03-13 22:06:00,732.46,18,COD,False,Hyderabad
1961,2066,2024-03-27 23:02:00,317.11,14,Card,False,Mumbai
1962,2068,2024-03-23 07:06:00,847.55,22,Card,False,Bangalore
1963,2070,2024-02-26 21:27:00,764.38,11,COD,False,Delhi
1964,2070,2024-03-03 22:42:00,599.55,28,UPI,True,Delhi
1965,2070,2024-03-08 08:28:00,624.6,13,UPI,False,Delhi
1966,2070,2024-03-11 07:19:00,476.65,14,COD,False,Delhi
1967,2072,2024-02-01 19:08:00,279.25,20,Card,False,Mumbai
1968,2072,2024-02-04 10:11:00,603.86,9,Card,False,Mumbai
1969,2073,2024-02-09 09:19:00,668.71,17,UPI,True,Hyderabad
1970,2075,2024-02-01 18:47:00,620.9,29,UPI,True,Hyderabad
1971,2078,2024-03-23 08:09:00,404.89,21,Card,False,Delhi
1972,2081,2024-02-17 03:35:00,494.72,22,COD,False,Hyderabad
1973,2081,2024-03-14 03:30:00,578.23,18,COD,False,Hyderabad
1974,2082,2024-03-13 19:18:00,338.0,24,UPI,False,Hyderabad
1975,2086,2024-02-26 19:01:00,557.31,5,Card,False,Mumbai
1976,2087,2024-03-03 21:13:00,630.45,20,Card,True,Mumbai
1977,2090,2024-01-25 18:24:00,687.47,25,Card,False,Mumbai
1978,2092,2024-02-04 09:07:00,134.92,14,Card,True,Mumbai
1979,2093,2024-02-25 22:10:00,805.59,16,Card,False,Mumbai
1980,2094,2024-01-22 09:04:00,605.66,15,UPI,True,Pune
1981,2098,2024-03-03 10:57:00,396.94,20,COD,False,Mumbai
1982,2098,2024-03-11 18:22:00,927.42,21,COD,False,Mumbai
1983,2099,2024-01-12 21:57:00,374.19,16,UPI,True,Mumbai
1984,2100,2024-02-27 07:42:00,155.12,17,COD,True,Hyderabad
1985,2100,2024-03-02 20:25:00,690.45,20,COD,False,Hyderabad
1986,2102,2024-03-05 08:21:00,561.2,28,UPI,False,Hyderabad
1987,2102,2024-03-10 09:17:00,427.74,20,COD,True,Hyderabad
1988,2102,2024-03-11 20:27:00,294.96,15,COD,True,Hyderabad
1989,2103,2024-03-24 07:04:00,538.94,16,COD,True,Pune
1990,2103,2024-03-26 20:16:00,475.28,19,UPI,True,Pune
1991,2106,2024-01-06 22:27:00,533.32,18,Card,True,Pune
1992,2107,2024-03-17 07:14:00,616.07,16,UPI,True,Delhi
1993,2109,2024-02-09 23:27:00,752.23,18,UPI,True,Delhi
1994,2109,2024-02-13 07:58:00,530.02,17,Card,True,Delhi
1995,2112,2024-03-19 08:08:00,457.07,16,COD,False,Bangalore
1996,2113,2024-02-24 23:01:00,1006.23,15,UPI,False,Mumbai
1997,2114,2024-02-07 08:30:00,544.27,12,UPI,False,Pune
1998,2115,2024-02-20 08:07:00,550.57,15,UPI,True,Delhi
1999,2116,2024-01-12 07:26:00,655.85,16,UPI,True,Bangalore
2000,2116,2024-01-30 05:10:00,807.43,7,Card,True,Bangalore
2001,2118,2024-03-25 19:40:00,351.43,21,UPI,True,Bangalore
2002,2118,2024-03-28 07:52:00,404.59,5,Card,True,Bangalore
2003,2119,2024-02-15 18:07:00,1116.06,16,Card,False,Mumbai
2004,2119,2024-03-04 08:33:00,238.48,21,UPI,True,Mumbai
2005,2119,2024-03-15 19:39:00,589.36,13,COD,False,Mumbai
2006,2119,2024-03-22 19:59:00,337.05,19,COD,True,Mumbai
2007,2122,2024-02-04 09:44:00,456.47,17,UPI,False,Hyderabad
2008,2126,2024-02-11 21:07:00,651.92,11,COD,True,Hyderabad
2009,2126,2024-02-19 08:48:00,768.21,22,Card,True,Hyderabad
2010,2127,2024-01-18 23:39:00,500.53,21,COD,False,Mumbai
2011,2127,2024-01-29 09:23:00,661.81,22,Card,False,Mumbai
2012,2128,2024-02-21 11:22:00,477.66,18,Card,False,Delhi
2013,2130,2024-01-28 22:09:00,614.78,15,Card,False,Mumbai
2014,2130,2024-02-05 18:18:00,660.25,32,COD,False,Mumbai
2015,2131,2024-01-26 07:54:00,433.52,14,UPI,True,Mumbai
2016,2131,2024-02-04 10:25:00,1035.46,15,COD,False,Mumbai
2017,2133,2024-02-15 07:29:00,781.37,15,Card,True,Hyderabad
2018,2133,2024-02-26 18:02:00,652.24,15,UPI,True,Hyderabad
2019,2134,2024-02-19 08:37:00,485.62,22,Card,False,Delhi
2020,2135,2024-02-01 21:44:00,931.77,14,Card,False,Delhi
2021,2137,2024-02-21 10:20:00,758.13,23,UPI,False,Pune
2022,2137,2024-02-24 18:44:00,691.92,22,COD,True,Pune
2023,2140,2024-03-25 18:40:00,608.78,30,UPI,False,Bangalore
2024,2143,2024-03-05 08:36:00,309.82,21,COD,False,Pune
2025,2144,2024-02-12 15:31:00,359.84,13,COD,False,Bangalore
2026,2144,2024-02-15 23:11:00,89.49,25,COD,False,Bangalore
2027,2145,2024-03-10 07:00:00,1.26,15,COD,False,Bangalore
2028,2145,2024-03-11 08:58:00,501.81,13,COD,True,Bangalore
2029,2147,2024-02-02 10:30:00,679.33,26,UPI,True,Hyderabad
2030,2147,2024-02-08 23:55:00,813.19,13,COD,False,Hyderabad
2031,2147,2024-02-29 08:29:00,607.51,18,COD,True,Hyderabad
2032,2148,2024-03-05 21:38:00,402.0,10,UPI,True,Hyderabad
2033,2151,2024-02-04 08:13:00,609.29,13,COD,False,Pune
2034,2151,2024-03-08 23:50:00,908.82,18,UPI,False,Pune
2035,2151,2024-03-11 08:09:00,58.49,20,COD,False,Pune
2036,2153,2024-03-11 03:38:00,310.0,19,UPI,False,Hyderabad
2037,2155,2024-03-13 09:18:00,437.57,12,UPI,False,Mumbai
2038,2157,2024-01-29 03:28:00,324.97,14,Card,True,Bangalore
2039,2158,2024-02-06 09:10:00,317.84,19,UPI,False,Mumbai
2040,2158,2024-02-21 20:26:00,1047.39,20,UPI,False,Mumbai
2041,2158,2024-02-22 07:00:00,543.1,10,Card,True,Mumbai
2042,2158,2024-03-07 22:07:00,539.81,5,Card,True,Mumbai
2043,2159,2024-02-24 04:28:00,744.13,21,COD,False,Mumbai
2044,2160,2024-02-08 20:06:00,777.85,18,COD,True,Bangalore
2045,2162,2024-03-30 17:15:00,942.46,33,Card,True,Bangalore
2046,2165,2024-03-05 10:23:00,309.78,14,UPI,False,Delhi
2047,2167,2024-02-21 18:04:00,410.6,15,UPI,False,Mumbai
2048,2167,2024-02-24 09:47:00,363.76,20,Card,True,Mumbai
2049,2168,2024-03-20 19:15:00,767.6,17,Card,False,Hyderabad
2050,2172,2024-01-31 19:50:00,410.74,17,UPI,False,Hyderabad
2051,2172,2024-02-12 09:35:00,224.2,25,UPI,False,Hyderabad
2052,2172,2024-03-09 10:19:00,591.67,16,Card,False,Hyderabad
2053,2174,2024-03-20 09:05:00,636.1,18,COD,False,Mumbai
2054,2175,2024-02-02 22:45:00,592.92,21,COD,False,Bangalore
2055,2175,2024-02-08 19:01:00,518.48,15,COD,False,Bangalore
2056,2175,2024-02-15 09:40:00,757.51,14,COD,False,Bangalore
2057,2175,2024-02-23 18:59:00,769.35,14,UPI,False,Bangalore
2058,2177,2024-02-02 18:45:00,495.75,18,COD,True,Hyderabad
2059,2177,2024-02-13 09:09:00,454.51,21,UPI,False,Hyderabad
2060,2177,2024-02-18 07:37:00,642.55,21,UPI,False,Hyderabad
2061,2179,2024-01-29 03:23:00,705.73,14,COD,False,Mumbai
2062,2181,2024-02-11 08:39:00,831.5,21,Card,False,Delhi
2063,2181,2024-02-21 19:20:00,698.25,23,COD,False,Delhi
2064,2181,2024-03-03 07:50:00,1089.72,11,Card,False,Delhi
2065,2182,2024-02-21 08:36:00,789.85,9,UPI,True,Delhi
2066,2182,2024-02-25 07:25:00,365.17,20,UPI,True,Delhi
2067,2182,2024-03-05 07:13:00,584.25,17,COD,False,Delhi
2068,2184,2024-01-29 23:46:00,457.34,25,Card,False,Bangalore
2069,2184,2024-02-04 07:46:00,132.79,16,UPI,False,Bangalore
2070,2184,2024-02-09 10:41:00,385.91,28,Card,False,Bangalore
2071,2185,2024-02-16 09:17:00,579.72,19,Card,True,Hyderabad
2072,2185,2024-02-24 05:04:00,761.97,17,COD,False,Hyderabad
2073,2186,2024-01-16 10:27:00,650.3,28,Card,False,Delhi
2074,2188,2024-02-08 05:41:00,665.78,21,UPI,True,Bangalore
2075,2188,2024-02-13 07:00:00,507.42,24,Card,True,Bangalore
2076,2189,2024-01-25 23:08:00,822.1,24,Card,True,Pune
2077,2190,2024-03-06 23:57:00,467.97,24,COD,True,Hyderabad
2078,2190,2024-03-19 20:10:00,647.89,16,UPI,True,Hyderabad
2079,2191,2024-01-28 21:02:00,918.98,9,UPI,False,Delhi
2080,2196,2024-02-26 08:53:00,656.79,17,UPI,False,Pune
2081,2196,2024-03-01 08:00:00,334.62,14,UPI,False,Pune
2082,2196,2024-03-08 20:10:00,643.84,14,Card,False,Pune
2083,2200,2024-02-16 23:24:00,632.36,22,Card,False,Pune
2084,2202,2024-03-18 10:39:00,532.59,20,COD,False,Mumbai
2085,2204,2024-03-10 19:56:00,896.57,20,UPI,True,Delhi
2086,2204,2024-03-18 07:36:00,761.91,22,UPI,True,Delhi
2087,2207,2024-03-05 23:44:00,299.37,19,UPI,False,Delhi
2088,2207,2024-03-16 23:22:00,690.98,11,Card,False,Delhi
2089,2208,2024-01-09 08:10:00,687.97,17,COD,False,Bangalore
2090,2209,2024-02-18 18:02:00,745.21,28,UPI,True,Hyderabad
2091,2211,2024-01-22 21:29:00,618.94,25,UPI,False,Hyderabad
2092,2211,2024-01-31 20:59:00,588.43,13,Card,False,Hyderabad
2093,2213,2024-02-08 09:14:00,911.66,13,COD,True,Mumbai
2094,2213,2024-02-17 13:23:00,704.1,22,COD,False,Mumbai
2095,2213,2024-03-23 08:45:00,195.99,25,COD,True,Mumbai
2096,2215,2024-03-10 09:09:00,337.87,21,UPI,False,Bangalore
2097,2216,2024-01-14 07:38:00,537.66,17,Card,True,Pune
2098,2216,2024-01-21 09:57:00,645.64,21,UPI,True,Pune
2099,2216,2024-01-29 09:29:00,479.62,26,Card,False,Pune
2100,2219,2024-03-23 07:43:00,632.44,22,UPI,False,Mumbai
2101,2220,2024-01-27 22:57:00,416.28,8,Card,False,Delhi
2102,2220,2024-01-29 07:37:00,822.46,17,COD,False,Delhi
2103,2220,2024-02-04 18:47:00,366.5,20,Card,False,Delhi
2104,2224,2024-03-27 07:11:00,1003.56,17,UPI,False,Delhi
2105,2224,2024-03-28 20:07:00,534.53,18,UPI,False,Delhi
2106,2225,2024-03-14 00:27:00,752.68,20,UPI,False,Pune
2107,2226,2024-02-14 09:43:00,700.51,15,COD,False,Pune
2108,2227,2024-03-25 07:04:00,743.87,16,UPI,False,Hyderabad
2109,2229,2024-02-28 10:21:00,696.39,19,UPI,True,Delhi
2110,2229,2024-03-02 07:27:00,435.74,13,UPI,False,Delhi
2111,2229,2024-03-30 10:21:00,584.12,23,UPI,False,Delhi
2112,2237,2024-03-25 09:40:00,538.72,19,COD,False,Bangalore
2113,2238,2024-03-04 07:09:00,478.44,23,COD,False,Mumbai
2114,2238,2024-03-06 08:20:00,757.2,17,UPI,False,Mumbai
2115,2238,2024-03-08 19:43:00,495.25,25,Card,False,Mumbai
2116,2239,2024-03-28 19:07:00,662.65,29,UPI,True,Delhi
2117,2240,2024-01-09 21:31:00,673.81,11,Card,False,Pune
2118,2240,2024-01-11 08:50:00,686.81,15,Card,True,Pune
2119,2242,2024-01-18 18:26:00,614.85,17,UPI,False,Delhi
2120,2242,2024-01-19 09:59:00,798.01,12,Card,True,Delhi
2121,2243,2024-02-21 10:25:00,378.25,11,Card,True,Delhi
2122,2245,2024-02-21 10:31:00,920.57,20,Card,False,Delhi
2123,2247,2024-01-09 09:48:00,740.19,15,COD,False,Delhi
2124,2250,2024-03-08 10:19:00,762.94,24,UPI,False,Hyderabad
2125,2250,2024-03-15 21:31:00,381.79,16,Card,True,Hyderabad
2126,2251,2024-03-18 08:25:00,547.43,5,Card,False,Mumbai
2127,2251,2024-03-23 10:59:00,375.17,25,COD,False,Mumbai
2128,2253,2024-01-22 02:50:00,409.97,22,COD,False,Delhi
2129,2255,2024-02-16 07:28:00,741.56,18,COD,True,Delhi
2130,2258,2024-02-28 14:26:00,634.1,14,UPI,False,Hyderabad
2131,2259,2024-03-11 22:24:00,741.03,15,COD,True,Hyderabad
2132,2259,2024-03-22 01:07:00,611.3,19,UPI,False,Hyderabad
2133,2259,2024-03-28 08:40:00,732.46,27,Card,True,Hyderabad
2134,2260,2024-03-02 21:58:00,582.83,13,UPI,False,Hyderabad
2135,2262,2024-01-20 20:52:00,616.06,17,UPI,True,Bangalore
2136,2262,2024-01-29 10:12:00,674.17,33,COD,True,Bangalore
2137,2264,2024-03-14 10:06:00,491.44,5,Card,False,Bangalore
2138,2266,2024-02-10 19:14:00,534.04,6,COD,True,Delhi
2139,2267,2024-01-15 07:00:00,425.68,6,UPI,False,Pune
2140,2269,2024-03-15 08:35:00,676.83,8,Card,False,Hyderabad
2141,2272,2024-02-14 20:44:00,660.59,18,COD,True,Bangalore
2142,2274,2024-02-12 07:17:00,321.14,17,COD,True,Delhi
