user_id,signup_date,city,acquisition_channel,device_type,user_type
1807,2024-03-13,Mumbai,Instagram Ads,iOS,occasional
1808,2024-02-29,Delhi,Instagram Ads,Android,regular
1809,2024-03-28,Bangalore,Referral,iOS,regular
1810,2024-02-10,Mumbai,Instagram Ads,iOS,power
1811,2024-02-04,Bangalore,Instagram Ads,iOS,occasional
1812,2024-03-28,Pune,Instagram Ads,iOS,occasional
1813,2024-01-31,Mumbai,Instagram Ads,Android,regular
1814,2024-01-04,Delhi,Google Ads,iOS,power
1815,2024-03-03,Pune,Referral,iOS,power
1816,2024-03-23,Mumbai,Instagram Ads,Android,one_time
1817,2024-02-04,Delhi,Organic,iOS,regular
1818,2024-02-05,Pune,Instagram Ads,Android,occasional
1819,2024-03-03,Mumbai,Organic,Android,occasional
1820,2024-02-10,Pune,Google Ads,Android,regular
1821,2024-02-22,Bangalore,Organic,iOS,regular
1822,2024-01-18,Delhi,Organic,Android,regular
1823,2024-03-07,Pune,Google Ads,iOS,occasional
1824,2024-01-12,Delhi,Organic,iOS,occasional
1825,2024-02-12,Pune,Referral,Android,occasional
1826,2024-02-24,Delhi,Instagram Ads,Android,occasional
1827,2024-01-23,Delhi,Google Ads,iOS,power
1828,2024-02-22,Bangalore,Organic,iOS,one_time
1829,2024-03-09,Bangalore,Organic,iOS,occasional
1830,2024-03-10,Hyderabad,Referral,Android,regular
1831,2024-02-05,Delhi,Google Ads,iOS,one_time
1832,2024-02-17,Bangalore,Organic,Android,occasional
1833,2024-03-25,Mumbai,Instagram Ads,iOS,occasional
1834,2024-03-11,Hyderabad,Google Ads,iOS,occasional
1835,2024-03-28,Mumbai,Instagram Ads,iOS,one_time
1836,2024-02-19,Mumbai,Referral,iOS,occasional
1837,2024-02-08,Mumbai,Instagram Ads,iOS,regular
1838,2024-01-27,Delhi,Referral,iOS,regular
1839,2024-03-23,Hyderabad,Organic,iOS,one_time
1840,2024-01-11,Hyderabad,Referral,iOS,regular
1841,2024-02-12,Hyderabad,Organic,Android,regular
1842,2024-03-30,Bangalore,Organic,iOS,occasional
1843,2024-02-23,Pune,Google Ads,iOS,occasional
1844,2024-03-29,Mumbai,Organic,Android,occasional
1845,2024-03-21,Hyderabad,Instagram Ads,Android,one_time
1846,2024-02-21,Delhi,Google Ads,iOS,regular
1847,2024-03-14,Mumbai,Organic,Android,regular
1848,2024-02-01,Pune,Instagram Ads,iOS,regular
1849,2024-02-10,Hyderabad,Referral,Android,one_time
1850,2024-02-03,Delhi,Google Ads,iOS,occasional
1851,2024-01-26,Mumbai,Referral,iOS,regular
1852,2024-01-24,Hyderabad,Referral,Android,one_time
1853,2024-01-03,Mumbai,Instagram Ads,Android,one_time
1854,2024-02-29,Delhi,Google Ads,Android,one_time
1855,2024-01-07,Hyderabad,Referral,iOS,one_time
1856,2024-01-20,Mumbai,Google Ads,Android,regular
1857,2024-03-13,Mumbai,Organic,iOS,occasional
1858,2024-02-28,Hyderabad,Organic,Android,occasional
1859,2024-01-27,Delhi,Google Ads,iOS,one_time
1860,2024-03-04,Hyderabad,Instagram Ads,iOS,occasional
1861,2024-01-27,Pune,Instagram Ads,iOS,occasional
1862,2024-03-27,Delhi,Referral,Android,occasional
1863,2024-02-22,Delhi,Organic,iOS,regular
1864,2024-02-03,Delhi,Referral,Android,occasional
1865,2024-02-17,Pune,Referral,Android,one_time
1866,2024-01-02,Hyderabad,Instagram Ads,iOS,one_time
1867,2024-03-29,Hyderabad,Instagram Ads,iOS,power
1868,2024-03-31,Hyderabad,Google Ads,Android,regular
1869,2024-01-13,Pune,Organic,Android,regular
1870,2024-02-12,Delhi,Referral,iOS,occasional
1871,2024-03-18,Pune,Organic,Android,one_time
1872,2024-02-02,Pune,Referral,iOS,regular
1873,2024-02-20,Bangalore,Instagram Ads,Android,occasional
1874,2024-03-15,Delhi,Google Ads,Android,one_time
1875,2024-03-05,Hyderabad,Google Ads,iOS,occasional
1876,2024-01-17,Mumbai,Google Ads,iOS,occasional
1877,2024-01-19,Bangalore,Organic,iOS,occasional
1878,2024-01-06,Delhi,Referral,iOS,occasional
1879,2024-02-16,Hyderabad,Google Ads,iOS,regular
1880,2024-03-19,Bangalore,Google Ads,iOS,occasional
1881,2024-01-22,Bangalore,Referral,Android,occasional
1882,2024-03-12,Hyderabad,Organic,Android,one_time
1883,2024-01-20,Mumbai,Instagram Ads,Android,occasional
1884,2024-01-05,Hyderabad,Google Ads,Android,occasional
1885,2024-03-31,Hyderabad,Referral,Android,regular
1886,2024-03-04,Mumbai,Referral,iOS,occasional
1887,2024-03-31,Pune,Referral,iOS,power
1888,2024-03-04,Mumbai,Instagram Ads,Android,regular
1889,2024-02-14,Mumbai,Instagram Ads,iOS,occasional
1890,2024-01-24,Delhi,Google Ads,Android,one_time
1891,2024-03-15,Mumbai,Instagram Ads,iOS,power
1892,2024-01-10,Delhi,Referral,Android,occasional
1893,2024-02-12,Mumbai,Google Ads,Android,one_time
1894,2024-02-20,Bangalore,Organic,iOS,regular
1895,2024-01-20,Mumbai,Organic,iOS,occasional
1896,2024-03-31,Hyderabad,Referral,iOS,occasional
1897,2024-03-17,Mumbai,Google Ads,Android,occasional
1898,2024-03-24,Pune,Referral,iOS,regular
1899,2024-03-13,Delhi,Instagram Ads,Android,regular
1900,2024-03-23,Bangalore,Google Ads,Android,occasional
1901,2024-01-10,Pune,Referral,Android,occasional
1902,2024-02-21,Bangalore,Instagram Ads,Android,power
1903,2024-02-21,Mumbai,Organic,Android,occasional
1904,2024-01-21,Hyderabad,Referral,iOS,power
1905,2024-03-23,Delhi,Organic,iOS,occasional
1906,2024-03-03,Hyderabad,Google Ads,Android,regular
1907,2024-02-15,Mumbai,Google Ads,Android,one_time
1908,2024-03-03,Hyderabad,Referral,iOS,regular
1909,2024-02-04,Pune,Referral,Android,regular
1910,2024-02-24,Bangalore,Instagram Ads,iOS,regular
1911,2024-03-21,Hyderabad,Organic,Android,regular
1912,2024-03-06,Bangalore,Referral,Android,one_time
1913,2024-03-23,Delhi,Referral,Android,one_time
1914,2024-02-07,Hyderabad,Referral,Android,regular
1915,2024-03-02,Bangalore,Instagram Ads,Android,occasional
1916,2024-03-28,Bangalore,Instagram Ads,iOS,occasional
1917,2024-02-07,Pune,Organic,Android,one_time
1918,2024-01-06,Pune,Organic,iOS,occasional
1919,2024-02-22,Mumbai,Referral,iOS,regular
1920,2024-02-15,Bangalore,Organic,Android,occasional
1921,2024-01-15,Hyderabad,Instagram Ads,Android,occasional
1922,2024-02-20,Mumbai,Organic,iOS,power
1923,2024-03-31,Bangalore,Google Ads,iOS,occasional
1924,2024-03-26,Hyderabad,Google Ads,iOS,regular
1925,2024-01-24,Delhi,Instagram Ads,Android,occasional
1926,2024-03-18,Bangalore,Organic,iOS,power
1927,2024-03-09,Mumbai,Organic,iOS,occasional
1928,2024-01-15,Mumbai,Instagram Ads,iOS,occasional
1929,2024-02-28,Hyderabad,Referral,iOS,occasional
1930,2024-03-20,Pune,Google Ads,iOS,power
1931,2024-02-08,Mumbai,Instagram Ads,Android,occasional
1932,2024-01-02,Delhi,Organic,Android,occasional
1933,2024-03-30,Delhi,Organic,Android,occasional
1934,2024-03-02,Delhi,Instagram Ads,iOS,occasional
1935,2024-03-21,Pune,Instagram Ads,Android,occasional
1936,2024-02-08,Hyderabad,Instagram Ads,iOS,one_time
1937,2024-02-24,Mumbai,Organic,Android,regular
1938,2024-01-20,Hyderabad,Referral,iOS,one_time
1939,2024-01-03,Hyderabad,Instagram Ads,Android,occasional
1940,2024-02-07,Pune,Referral,Android,power
1941,2024-02-12,Mumbai,Organic,iOS,power
1942,2024-02-23,Hyderabad,Google Ads,Android,regular
1943,2024-03-03,Hyderabad,Referral,iOS,occasional
1944,2024-01-30,Mumbai,Organic,iOS,occasional
1945,2024-03-14,Bangalore,Organic,iOS,occasional
1946,2024-03-23,Hyderabad,Referral,Android,occasional
1947,2024-03-04,Pune,Google Ads,iOS,occasional
1948,2024-03-30,Hyderabad,Organic,Android,regular
1949,2024-02-06,Delhi,Referral,iOS,regular
1950,2024-02-26,Delhi,Instagram Ads,iOS,occasional
1951,2024-03-18,Hyderabad,Instagram Ads,iOS,power
1952,2024-02-19,Hyderabad,Google Ads,iOS,regular
1953,2024-01-21,Pune,Instagram Ads,iOS,occasional
1954,2024-03-29,Mumbai,Referral,Android,occasional
1955,2024-01-23,Delhi,Instagram Ads,iOS,one_time
1956,2024-01-13,Hyderabad,Referral,iOS,one_time
1957,2024-01-31,Delhi,Organic,Android,occasional
1958,2024-02-15,Bangalore,Google Ads,Android,occasional
1959,2024-01-23,Pune,Organic,Android,occasional
1960,2024-02-13,Hyderabad,Organic,Android,occasional
1961,2024-01-16,Pune,Instagram Ads,iOS,regular
1962,2024-02-03,Bangalore,Google Ads,Android,occasional
1963,2024-03-12,Bangalore,Instagram Ads,Android,one_time
1964,2024-03-31,Mumbai,Referral,iOS,regular
1965,2024-01-15,Mumbai,Organic,Android,occasional
1966,2024-03-05,Mumbai,Instagram Ads,Android,occasional
1967,2024-01-27,Bangalore,Instagram Ads,iOS,regular
1968,2024-03-31,Hyderabad,Referral,Android,regular
1969,2024-01-20,Bangalore,Google Ads,Android,regular
1970,2024-01-16,Delhi,Referral,iOS,power
1971,2024-01-01,Delhi,Referral,iOS,power
1972,2024-02-06,Pune,Instagram Ads,Android,one_time
1973,2024-02-04,Bangalore,Referral,iOS,regular
1974,2024-03-21,Delhi,Instagram Ads,iOS,occasional
1975,2024-01-30,Delhi,Referral,iOS,regular
1976,2024-02-22,Hyderabad,Google Ads,Android,one_time
1977,2024-02-26,Delhi,Organic,Android,regular
1978,2024-01-11,Bangalore,Google Ads,iOS,occasional
1979,2024-01-22,Hyderabad,Organic,iOS,one_time
1980,2024-01-05,Delhi,Organic,iOS,one_time
1981,2024-02-23,Hyderabad,Google Ads,iOS,regular
1982,2024-02-14,Mumbai,Google Ads,Android,one_time
1983,2024-03-30,Hyderabad,Referral,Android,occasional
1984,2024-03-10,Pune,Referral,iOS,occasional
1985,2024-03-24,Hyderabad,Instagram Ads,iOS,regular
1986,2024-01-11,Mumbai,Google Ads,iOS,power
1987,2024-01-17,Pune,Google Ads,Android,occasional
1988,2024-01-12,Pune,Google Ads,iOS,occasional
1989,2024-03-22,Delhi,Organic,Android,occasional
1990,2024-03-10,Pune,Google Ads,Android,occasional
1991,2024-02-08,Hyderabad,Organic,Android,occasional
1992,2024-02-17,Bangalore,Google Ads,Android,regular
1993,2024-01-07,Mumbai,Referral,iOS,occasional
1994,2024-03-14,Mumbai,Referral,iOS,regular
1995,2024-01-31,Pune,Instagram Ads,iOS,occasional
1996,2024-02-08,Bangalore,Instagram Ads,iOS,occasional
1997,2024-03-07,Delhi,Organic,iOS,one_time
1998,2024-03-07,Pune,Instagram Ads,iOS,power
1999,2024-02-28,Mumbai,Instagram Ads,iOS,power
2000,2024-02-22,Mumbai,Organic,Android,regular
2001,2024-02-24,Delhi,Referral,Android,regular
2002,2024-02-27,Mumbai,Google Ads,iOS,regular
2003,2024-03-16,Pune,Referral,iOS,one_time
2004,2024-03-15,Hyderabad,Referral,iOS,regular
2005,2024-03-29,Hyderabad,Referral,Android,regular
2006,2024-01-19,Pune,Instagram Ads,iOS,occasional
2007,2024-02-28,Delhi,Organic,Android,occasional
2008,2024-02-28,Hyderabad,Organic,Android,occasional
2009,2024-03-12,Bangalore,Organic,iOS,power
2010,2024-01-15,Mumbai,Google Ads,iOS,occasional
2011,2024-01-06,Pune,Instagram Ads,Android,power
2012,2024-02-17,Bangalore,Google Ads,iOS,power
2013,2024-02-07,Hyderabad,Organic,Android,one_time
2014,2024-01-19,Pune,Referral,Android,regular
2015,2024-02-09,Bangalore,Instagram Ads,Android,occasional
2016,2024-03-03,Mumbai,Organic,iOS,occasional
2017,2024-01-09,Mumbai,Referral,iOS,regular
2018,2024-03-14,Bangalore,Referral,iOS,one_time
2019,2024-02-18,Hyderabad,Instagram Ads,Android,power
2020,2024-03-05,Hyderabad,Referral,iOS,occasional
2021,2024-01-20,Bangalore,Organic,iOS,one_time
2022,2024-02-19,Delhi,Referral,iOS,occasional
2023,2024-03-10,Mumbai,Referral,iOS,one_time
2024,2024-03-23,Mumbai,Instagram Ads,Android,power
2025,2024-03-14,Bangalore,Organic,Android,occasional
2026,2024-01-25,Pune,Organic,Android,regular
2027,2024-03-01,Pune,Organic,Android,occasional
2028,2024-03-25,Pune,Instagram Ads,Android,one_time
2029,2024-02-05,Delhi,Instagram Ads,iOS,regular
2030,2024-01-11,Pune,Google Ads,iOS,occasional
2031,2024-03-16,Mumbai,Referral,Android,regular
2032,2024-02-13,Hyderabad,Instagram Ads,iOS,occasional
2033,2024-01-04,Pune,Google Ads,iOS,occasional
2034,2024-02-02,Mumbai,Organic,Android,one_time
2035,2024-03-10,Delhi,Google Ads,Android,occasional
2036,2024-01-24,Bangalore,Organic,Android,regular
2037,2024-02-09,Hyderabad,Instagram Ads,Android,regular
2038,2024-03-19,Bangalore,Instagram Ads,Android,regular
2039,2024-01-08,Bangalore,Referral,Android,regular
2040,2024-02-10,Delhi,Referral,iOS,regular
2041,2024-02-03,Hyderabad,Organic,Android,one_time
2042,2024-01-26,Delhi,Instagram Ads,iOS,occasional
2043,2024-03-06,Pune,Referral,Android,occasional
2044,2024-02-04,Mumbai,Google Ads,iOS,regular
2045,2024-03-11,Hyderabad,Organic,iOS,one_time
2046,2024-01-04,Hyderabad,Instagram Ads,Android,occasional
2047,2024-02-04,Pune,Organic,Android,power
2048,2024-03-12,Delhi,Google Ads,iOS,occasional
2049,2024-02-27,Mumbai,Instagram Ads,Android,occasional
2050,2024-02-17,Pune,Instagram Ads,Android,power
2051,2024-03-09,Hyderabad,Referral,Android,occasional
2052,2024-01-01,Hyderabad,Google Ads,Android,occasional
2053,2024-01-01,Mumbai,Referral,iOS,regular
2054,2024-03-17,Bangalore,Referral,iOS,one_time
2055,2024-03-21,Delhi,Google Ads,Android,one_time
2056,2024-01-21,Pune,Organic,iOS,occasional
2057,2024-01-12,Hyderabad,Organic,Android,occasional
2058,2024-03-12,Bangalore,Referral,Android,occasional
2059,2024-03-19,Pune,Google Ads,iOS,occasional
2060,2024-03-22,Bangalore,Referral,iOS,occasional
2061,2024-02-01,Bangalore,Google Ads,Android,power
2062,2024-02-28,Pune,Google Ads,Android,occasional
2063,2024-03-29,Delhi,Organic,iOS,one_time
2064,2024-01-01,Mumbai,Instagram Ads,iOS,occasional
2065,2024-03-12,Hyderabad,Referral,Android,power
2066,2024-03-24,Mumbai,Organic,iOS,occasional
2067,2024-03-27,Mumbai,Google Ads,iOS,regular
2068,2024-03-17,Bangalore,Referral,Android,regular
2069,2024-03-30,Mumbai,Organic,iOS,regular
2070,2024-02-17,Delhi,Referral,Android,regular
2071,2024-01-29,Mumbai,Google Ads,iOS,occasional
2072,2024-01-25,Mumbai,Google Ads,Android,occasional
2073,2024-01-30,Hyderabad,Google Ads,Android,regular
2074,2024-02-05,Hyderabad,Instagram Ads,Android,one_time
2075,2024-01-26,Hyderabad,Organic,iOS,one_time
2076,2024-03-13,Pune,Referral,Android,one_time
2077,2024-03-11,Delhi,Instagram Ads,Android,regular
2078,2024-03-16,Delhi,Organic,Android,occasional
2079,2024-02-03,Pune,Instagram Ads,iOS,one_time
2080,2024-01-25,Mumbai,Google Ads,iOS,occasional
2081,2024-01-01,Hyderabad,Organic,iOS,power
2082,2024-02-25,Hyderabad,Google Ads,Android,power
2083,2024-03-28,Pune,Referral,iOS,occasional
2084,2024-02-16,Pune,Organic,Android,one_time
2085,2024-01-07,Bangalore,Referral,iOS,occasional
2086,2024-02-10,Mumbai,Referral,Android,occasional
2087,2024-02-12,Mumbai,Organic,Android,regular
2088,2024-03-29,Hyderabad,Organic,Android,occasional
2089,2024-01-26,Delhi,Google Ads,iOS,one_time
2090,2024-01-09,Mumbai,Organic,iOS,regular
2091,2024-02-25,Mumbai,Google Ads,iOS,occasional
2092,2024-02-01,Mumbai,Referral,Android,one_time
2093,2024-02-13,Mumbai,Google Ads,Android,regular
2094,2024-01-10,Pune,Referral,Android,occasional
2095,2024-03-21,Hyderabad,Organic,Android,regular
2096,2024-01-08,Mumbai,Referral,iOS,occasional
2097,2024-03-29,Mumbai,Instagram Ads,Android,occasional
2098,2024-02-26,Mumbai,Google Ads,iOS,occasional
2099,2024-01-09,Mumbai,Organic,Android,occasional
2100,2024-02-07,Hyderabad,Referral,Android,regular
2101,2024-03-20,Hyderabad,Instagram Ads,Android,one_time
2102,2024-02-28,Hyderabad,Referral,iOS,occasional
2103,2024-03-20,Pune,Organic,iOS,regular
2104,2024-03-24,Mumbai,Referral,iOS,occasional
2105,2024-03-16,Delhi,Organic,Android,occasional
2106,2024-01-02,Pune,Organic,Android,regular
2107,2024-03-14,Delhi,Google Ads,iOS,one_time
2108,2024-02-23,Hyderabad,Referral,Android,one_time
2109,2024-02-01,Delhi,Organic,Android,regular
2110,2024-01-17,Bangalore,Referral,iOS,one_time
2111,2024-02-09,Pune,Instagram Ads,Android,regular
2112,2024-03-01,Bangalore,Google Ads,iOS,regular
2113,2024-02-17,Mumbai,Instagram Ads,Android,regular
2114,2024-01-31,Pune,Organic,iOS,one_time
2115,2024-02-14,Delhi,Instagram Ads,Android,occasional
2116,2024-01-09,Bangalore,Instagram Ads,iOS,regular
2117,2024-03-29,Hyderabad,Google Ads,iOS,occasional
2118,2024-03-19,Bangalore,Referral,iOS,occasional
2119,2024-01-21,Mumbai,Referral,Android,power
2120,2024-03-04,Delhi,Organic,Android,one_time
2121,2024-03-29,Delhi,Referral,Android,one_time
2122,2024-01-31,Hyderabad,Google Ads,iOS,occasional
2123,2024-01-27,Hyderabad,Instagram Ads,Android,one_time
2124,2024-02-16,Mumbai,Organic,iOS,occasional
2125,2024-01-04,Pune,Organic,Android,one_time
2126,2024-02-07,Hyderabad,Instagram Ads,iOS,occasional
2127,2024-01-06,Mumbai,Instagram Ads,Android,occasional
2128,2024-02-06,Delhi,Instagram Ads,iOS,regular
2129,2024-01-23,Bangalore,Instagram Ads,Android,one_time
2130,2024-01-26,Mumbai,Instagram Ads,iOS,occasional
2131,2024-01-13,Mumbai,Instagram Ads,iOS,regular
2132,2024-03-24,Mumbai,Google Ads,Android,power
2133,2024-02-09,Hyderabad,Instagram Ads,iOS,occasional
2134,2024-02-17,Delhi,Referral,Android,occasional
2135,2024-01-16,Delhi,Instagram Ads,Android,occasional
2136,2024-01-25,Pune,Referral,iOS,one_time
2137,2024-02-10,Pune,Referral,Android,power
2138,2024-01-06,Pune,Instagram Ads,iOS,occasional
2139,2024-01-20,Bangalore,Instagram Ads,Android,regular
2140,2024-03-21,Bangalore,Instagram Ads,iOS,one_time
2141,2024-01-27,Mumbai,Referral,Android,one_time
2142,2024-01-22,Pune,Referral,iOS,occasional
2143,2024-03-04,Pune,Referral,Android,occasional
2144,2024-02-11,Bangalore,Referral,iOS,regular
2145,2024-03-01,Bangalore,Referral,Android,occasional
2146,2024-01-27,Delhi,Instagram Ads,iOS,one_time
2147,2024-01-31,Hyderabad,Instagram Ads,iOS,occasional
2148,2024-02-24,Hyderabad,Instagram Ads,iOS,regular
2149,2024-02-02,Pune,Organic,Android,occasional
2150,2024-01-11,Bangalore,Referral,iOS,one_time
2151,2024-01-30,Pune,Organic,iOS,regular
2152,2024-03-06,Pune,Google Ads,iOS,regular
2153,2024-02-27,Hyderabad,Referral,iOS,occasional
2154,2024-02-17,Hyderabad,Google Ads,iOS,one_time
2155,2024-02-18,Mumbai,Instagram Ads,iOS,regular
2156,2024-01-30,Bangalore,Organic,iOS,regular
2157,2024-01-11,Bangalore,Organic,iOS,regular
2158,2024-01-30,Mumbai,Organic,Android,regular
2159,2024-02-16,Mumbai,Instagram Ads,iOS,occasional
2160,2024-01-26,Bangalore,Google Ads,iOS,occasional
2161,2024-03-28,Bangalore,Instagram Ads,Android,occasional
2162,2024-03-10,Bangalore,Organic,iOS,occasional
2163,2024-02-06,Bangalore,Referral,iOS,regular
2164,2024-03-15,Mumbai,Referral,Android,one_time
2165,2024-02-20,Delhi,Instagram Ads,Android,occasional
2166,2024-03-01,Delhi,Referral,iOS,one_time
2167,2024-02-13,Mumbai,Google Ads,Android,occasional
2168,2024-02-24,Hyderabad,Instagram Ads,iOS,regular
2169,2024-02-27,Pune,Organic,iOS,occasional
2170,2024-01-18,Pune,Instagram Ads,iOS,regular
2171,2024-01-02,Hyderabad,Google Ads,iOS,occasional
2172,2024-01-29,Hyderabad,Referral,iOS,power
2173,2024-03-29,Pune,Google Ads,iOS,regular
2174,2024-03-16,Mumbai,Organic,Android,one_time
2175,2024-01-20,Bangalore,Referral,iOS,regular
2176,2024-01-27,Hyderabad,Organic,iOS,one_time
2177,2024-01-25,Hyderabad,Organic,iOS,regular
2178,2024-03-13,Hyderabad,Google Ads,Android,occasional
2179,2024-01-22,Mumbai,Instagram Ads,Android,occasional
2180,2024-03-29,Pune,Referral,Android,occasional
2181,2024-01-24,Delhi,Organic,iOS,regular
2182,2024-02-06,Delhi,Instagram Ads,iOS,regular
2183,2024-03-25,Pune,Organic,iOS,power
2184,2024-01-08,Bangalore,Organic,Android,regular
2185,2024-02-11,Hyderabad,Referral,Android,occasional
2186,2024-01-15,Delhi,Referral,iOS,one_time
2187,2024-01-09,Hyderabad,Instagram Ads,Android,one_time
2188,2024-01-27,Bangalore,Referral,iOS,occasional
2189,2024-01-21,Pune,Google Ads,Android,occasional
2190,2024-03-05,Hyderabad,Google Ads,Android,occasional
2191,2024-01-01,Delhi,Referral,Android,regular
2192,2024-02-21,Pune,Instagram Ads,iOS,one_time
2193,2024-03-13,Hyderabad,Referral,iOS,occasional
2194,2024-03-14,Mumbai,Organic,iOS,occasional
2195,2024-03-23,Hyderabad,Google Ads,iOS,regular
2196,2024-02-20,Pune,Instagram Ads,iOS,occasional
2197,2024-02-01,Delhi,Referral,iOS,occasional
2198,2024-02-19,Delhi,Organic,iOS,one_time
2199,2024-03-30,Mumbai,Instagram Ads,Android,occasional
2200,2024-02-05,Pune,Google Ads,Android,regular
2201,2024-03-30,Delhi,Referral,iOS,one_time
2202,2024-03-11,Mumbai,Google Ads,Android,regular
2203,2024-01-14,Pune,Google Ads,iOS,occasional
2204,2024-02-27,Delhi,Google Ads,Android,power
2205,2024-03-05,Mumbai,Referral,Android,occasional
2206,2024-01-10,Hyderabad,Referral,iOS,one_time
2207,2024-02-21,Delhi,Referral,Android,regular
2208,2024-01-02,Bangalore,Organic,Android,one_time
2209,2024-02-11,Hyderabad,Referral,iOS,regular
2210,2024-01-09,Mumbai,Instagram Ads,iOS,one_time
2211,2024-01-18,Hyderabad,Google Ads,Android,occasional
2212,2024-01-22,Mumbai,Organic,Android,one_time
2213,2024-02-07,Mumbai,Referral,Android,power
2214,2024-01-10,Mumbai,Google Ads,Android,one_time
2215,2024-02-26,Bangalore,Instagram Ads,Android,occasional
2216,2024-01-05,Pune,Instagram Ads,iOS,regular
2217,2024-03-30,Mumbai,Organic,iOS,one_time
2218,2024-03-29,Bangalore,Referral,Android,regular
2219,2024-03-17,Mumbai,Organic,iOS,one_time
2220,2024-01-26,Delhi,Google Ads,Android,regular
2221,2024-01-26,Mumbai,Organic,iOS,occasional
2222,2024-01-04,Mumbai,Google Ads,Android,occasional
2223,2024-03-28,Mumbai,Instagram Ads,Android,power
2224,2024-03-26,Delhi,Instagram Ads,Android,regular
2225,2024-02-23,Pune,Organic,iOS,power
2226,2024-02-11,Pune,Instagram Ads,Android,occasional
2227,2024-03-10,Hyderabad,Referral,Android,regular
2228,2024-01-30,Delhi,Organic,iOS,occasional
2229,2024-02-11,Delhi,Organic,iOS,regular
2230,2024-03-24,Bangalore,Organic,iOS,regular
2231,2024-01-28,Hyderabad,Instagram Ads,Android,occasional
2232,2024-03-25,Bangalore,Google Ads,Android,power
2233,2024-01-09,Delhi,Referral,iOS,one_time
2234,2024-03-17,Hyderabad,Organic,Android,one_time
2235,2024-02-02,Mumbai,Google Ads,iOS,occasional
2236,2024-03-27,Delhi,Google Ads,Android,occasional
2237,2024-03-22,Bangalore,Referral,Android,one_time
2238,2024-02-12,Mumbai,Referral,iOS,regular
2239,2024-03-06,Delhi,Organic,Android,power
2240,2024-01-03,Pune,Organic,iOS,regular
2241,2024-01-31,Hyderabad,Instagram Ads,Android,occasional
2242,2024-01-08,Delhi,Google Ads,iOS,power
2243,2024-02-07,Delhi,Instagram Ads,iOS,occasional
2244,2024-01-27,Mumbai,Instagram Ads,iOS,one_time
2245,2024-02-12,Delhi,Google Ads,iOS,one_time
2246,2024-03-23,Mumbai,Referral,iOS,occasional
2247,2024-01-04,Delhi,Google Ads,iOS,power
2248,2024-02-01,Delhi,Organic,Android,one_time
2249,2024-03-28,Delhi,Referral,iOS,occasional
2250,2024-01-24,Hyderabad,Organic,Android,regular
2251,2024-03-03,Mumbai,Instagram Ads,Android,power
2252,2024-03-22,Delhi,Instagram Ads,Android,one_time
2253,2024-01-12,Delhi,Instagram Ads,Android,occasional
2254,2024-03-05,Mumbai,Referral,iOS,one_time
2255,2024-02-09,Delhi,Instagram Ads,Android,one_time
2256,2024-02-24,Delhi,Instagram Ads,iOS,occasional
2257,2024-02-06,Pune,Referral,Android,occasional
2258,2024-02-04,Hyderabad,Organic,iOS,occasional
2259,2024-02-20,Hyderabad,Instagram Ads,iOS,regular
2260,2024-02-26,Hyderabad,Referral,Android,occasional
2261,2024-03-02,Mumbai,Referral,iOS,occasional
2262,2024-01-11,Bangalore,Instagram Ads,Android,occasional
2263,2024-02-02,Hyderabad,Referral,iOS,one_time
2264,2024-02-28,Bangalore,Referral,iOS,occasional
2265,2024-01-10,Bangalore,Instagram Ads,iOS,occasional
2266,2024-01-26,Delhi,Instagram Ads,Android,occasional
2267,2024-01-02,Pune,Google Ads,iOS,occasional
2268,2024-02-21,Hyderabad,Referral,iOS,occasional
2269,2024-02-19,Hyderabad,Google Ads,Android,regular
2270,2024-02-22,Mumbai,Organic,iOS,occasional
2271,2024-03-13,Delhi,Instagram Ads,iOS,regular
2272,2024-02-02,Bangalore,Referral,iOS,regular
2273,2024-03-30,Mumbai,Referral,iOS,occasional
2274,2024-02-01,Delhi,Referral,Android,occasional
2275,2024-02-16,Mumbai,Instagram Ads,iOS,one_time
2276,2024-03-18,Hyderabad,Instagram Ads,iOS,occasional
2277,2024-02-01,Pune,Instagram Ads,Android,occasional
2278,2024-01-15,Mumbai,Referral,iOS,occasional
2279,2024-03-31,Pune,Organic,Android,occasional
2280,2024-02-24,Delhi,Referral,iOS,power
2281,2024-03-29,Bangalore,Referral,iOS,regular
2282,2024-02-22,Mumbai,Organic,iOS,regular
2283,2024-01-19,Bangalore,Instagram Ads,iOS,occasional
2284,2024-03-30,Bangalore,Organic,Android,power
2285,2024-03-03,Mumbai,Organic,Android,regular
2286,2024-03-30,Hyderabad,Referral,iOS,regular
2287,2024-02-25,Delhi,Instagram Ads,iOS,one_time
2288,2024-01-24,Delhi,Instagram Ads,iOS,regular
2289,2024-01-24,Pune,Organic,iOS,occasional
2290,2024-03-13,Delhi,Instagram Ads,Android,regular
2291,2024-01-08,Delhi,Instagram Ads,iOS,occasional
2292,2024-02-22,Hyderabad,Organic,Android,regular
2293,2024-01-11,Bangalore,Organic,iOS,regular
2294,2024-01-16,Bangalore,Organic,iOS,occasional
2295,2024-01-04,Pune,Instagram Ads,iOS,power
2296,2024-03-03,Mumbai,Organic,Android,power
2297,2024-02-04,Mumbai,Organic,Android,regular
2298,2024-01-28,Pune,Organic,iOS,power
2299,2024-03-18,Pune,Google Ads,iOS,regular
2300,2024-03-01,Bangalore,Referral,iOS,regular
2301,2024-02-17,Bangalore,Google Ads,Android,one_time
