user_id,total_sessions,total_orders,user_segment
2235,6,0,Inactive
2237,1,1,Occasional User
2238,7,3,Regular User
2239,5,1,Occasional User
2240,7,2,Occasional User
2241,6,0,Inactive
2242,15,2,Occasional User
2243,5,1,Occasional User
2244,1,0,Inactive
2245,2,1,Occasional User
2246,1,0,Inactive
2247,13,1,Occasional User
2248,2,0,Inactive
2249,1,0,Inactive
2250,10,2,Occasional User
2251,8,2,Occasional User
2252,2,0,Inactive
2253,6,1,Occasional User
2254,2,0,Inactive
2255,2,1,Occasional User
2256,3,0,Inactive
2257,3,0,Inactive
2258,6,1,Occasional User
2259,10,3,Regular User
2260,3,1,Occasional User
2261,4,0,Inactive
2262,4,2,Occasional User
2263,1,0,Inactive
2264,4,1,Occasional User
2265,6,0,Inactive
2266,4,1,Occasional User
2267,5,1,Occasional User
2268,3,0,Inactive
2269,7,1,Occasional User
2270,4,0,Inactive
2271,5,0,Inactive
2272,6,1,Occasional User
2274,4,2,Occasional User
2275,1,0,Inactive
2276,3,0,Inactive
2277,5,2,Occasional User
2278,4,0,Inactive
2280,8,3,Regular User
2282,6,1,Occasional User
2283,3,2,Occasional User
2285,6,2,Occasional User
2286,1,1,Occasional User
2287,2,0,Inactive
2288,9,1,Occasional User
2289,4,0,Inactive
2290,4,0,Inactive
2291,3,2,Occasional User
2292,9,2,Occasional User
2293,10,1,Occasional User
2294,5,1,Occasional User
2295,18,5,Regular User
2296,7,0,Inactive
2297,5,3,Regular User
2298,15,4,Regular User
2299,3,0,Inactive
2300,6,1,Occasional User
2301,1,0,Inactive
2302,4,0,Inactive
2303,5,1,Occasional User
2304,7,1,Occasional User
2305,2,1,Occasional User
2306,8,1,Occasional User
2307,1,0,Inactive
2308,5,1,Occasional User
2309,1,1,Occasional User
2310,6,2,Occasional User
2311,4,0,Inactive
2312,2,0,Inactive
2313,4,2,Occasional User
2314,3,0,Inactive
2315,2,1,Occasional User
2316,1,0,Inactive
2317,9,3,Regular User
2318,9,2,Occasional User
2319,3,0,Inactive
2320,1,1,Occasional User
2321,2,0,Inactive
2322,5,2,Occasional User
2323,4,1,Occasional User
2324,6,2,Occasional User
2325,2,1,Occasional User
2326,1,0,Inactive
2327,1,0,Inactive
2328,14,3,Regular User
2329,6,1,Occasional User
2330,7,2,Occasional User
2331,8,0,Inactive
2332,17,3,Regular User
2333,1,0,Inactive
2334,4,0,Inactive
2335,5,1,Occasional User
2336,1,1,Occasional User
2338,9,3,Regular User
2339,6,2,Occasional User
2340,1,0,Inactive
2341,5,1,Occasional User
2342,11,1,Occasional User
2343,12,2,Occasional User
2344,8,1,Occasional User
2345,1,0,Inactive
2347,5,3,Regular User
2348,8,2,Occasional User
2349,5,2,Occasional User
2350,13,2,Occasional User
2351,5,1,Occasional User
2352,2,1,Occasional User
2353,3,0,Inactive
2354,2,0,Inactive
2356,10,1,Occasional User
2357,1,1,Occasional User
2358,6,0,Inactive
2359,3,1,Occasional User
2361,5,0,Inactive
2362,5,1,Occasional User
2363,6,0,Inactive
2364,6,1,Occasional User
2365,1,0,Inactive
2366,20,4,Regular User
2367,7,1,Occasional User
2368,1,0,Inactive
2369,6,2,Occasional User
2370,4,0,Inactive
2371,2,0,Inactive
2372,1,0,Inactive
2373,5,1,Occasional User
2374,5,1,Occasional User
2376,7,3,Regular User
2377,8,1,Occasional User
2378,6,2,Occasional User
2379,5,2,Occasional User
2380,2,0,Inactive
2381,1,0,Inactive
2382,2,0,Inactive
2383,1,0,Inactive
2384,6,2,Occasional User
2385,8,1,Occasional User
2386,6,0,Inactive
2387,10,1,Occasional User
2388,6,4,Regular User
2389,6,2,Occasional User
2390,4,2,Occasional User
2391,7,1,Occasional User
2392,9,2,Occasional User
2393,4,1,Occasional User
2394,8,2,Occasional User
2395,1,0,Inactive
2396,5,1,Occasional User
2398,12,0,Inactive
2399,2,1,Occasional User
2401,9,2,Occasional User
2402,9,1,Occasional User
2403,2,1,Occasional User
2404,6,2,Occasional User
2405,5,2,Occasional User
2406,5,0,Inactive
2407,8,2,Occasional User
2408,7,2,Occasional User
2409,2,0,Inactive
2410,3,1,Occasional User
2411,1,0,Inactive
2412,8,4,Regular User
2413,4,0,Inactive
2414,17,0,Inactive
2415,6,1,Occasional User
2416,1,0,Inactive
2417,10,4,Regular User
2418,13,2,Occasional User
2419,15,5,Regular User
2420,1,1,Occasional User
2421,9,3,Regular User
2422,10,2,Occasional User
2423,3,1,Occasional User
2424,6,0,Inactive
2425,7,0,Inactive
2426,2,0,Inactive
2428,1,0,Inactive
2429,7,0,Inactive
2430,1,0,Inactive
2431,4,0,Inactive
2433,1,1,Occasional User
2434,10,1,Occasional User
2435,2,0,Inactive
2436,6,2,Occasional User
2437,1,1,Occasional User
2438,6,1,Occasional User
2439,4,0,Inactive
2440,8,2,Occasional User
2441,3,0,Inactive
2442,3,1,Occasional User
2443,5,1,Occasional User
2444,2,1,Occasional User
2445,3,0,Inactive
2446,1,0,Inactive
2448,4,0,Inactive
2449,14,1,Occasional User
2450,6,0,Inactive
2451,2,0,Inactive
2452,1,0,Inactive
2453,5,3,Regular User
2454,10,1,Occasional User
2455,6,2,Occasional User
2456,8,3,Regular User
2457,3,2,Occasional User
2458,6,1,Occasional User
2459,3,2,Occasional User
2460,6,2,Occasional User
2461,1,0,Inactive
2462,2,1,Occasional User
2463,3,1,Occasional User
2464,1,0,Inactive
2465,5,0,Inactive
2466,10,2,Occasional User
2468,5,2,Occasional User
2469,5,0,Inactive
2470,3,0,Inactive
2471,4,0,Inactive
2472,2,0,Inactive
2473,1,0,Inactive
2474,3,1,Occasional User
2475,3,0,Inactive
2476,1,0,Inactive
2477,7,1,Occasional User
2478,5,1,Occasional User
2479,9,1,Occasional User
2480,4,0,Inactive
2481,7,1,Occasional User
2482,1,0,Inactive
2483,2,1,Occasional User
2484,6,1,Occasional User
2485,4,0,Inactive
2486,1,0,Inactive
2487,1,1,Occasional User
2488,2,0,Inactive
2489,5,0,Inactive
2490,10,5,Regular User
2491,9,1,Occasional User
2492,6,1,Occasional User
2493,2,0,Inactive
2494,8,1,Occasional User
2495,3,0,Inactive
2496,5,0,Inactive
2497,5,0,Inactive
2498,2,0,Inactive
2499,2,1,Occasional User
2500,4,0,Inactive
2501,1,0,Inactive
2502,3,2,Occasional User
2503,3,0,Inactive
2504,1,0,Inactive
2505,7,2,Occasional User
2506,1,0,Inactive
2507,2,0,Inactive
2508,5,2,Occasional User
2509,1,1,Occasional User
2510,1,0,Inactive
2511,18,1,Occasional User
2512,1,0,Inactive
2513,4,0,Inactive
2514,3,2,Occasional User
2515,3,0,Inactive
2516,1,1,Occasional User
2517,16,3,Regular User
2518,6,2,Occasional User
2519,4,0,Inactive
2520,5,1,Occasional User
2521,3,0,Inactive
2522,6,2,Occasional User
2523,7,2,Occasional User
2524,7,1,Occasional User
2525,2,1,Occasional User
2526,1,1,Occasional User
2527,6,1,Occasional User
2528,1,0,Inactive
2529,12,3,Regular User
2530,1,0,Inactive
2531,5,3,Regular User
2532,2,1,Occasional User
2533,10,4,Regular User
2534,7,1,Occasional User
2535,4,2,Occasional User
2537,6,1,Occasional User
2538,4,0,Inactive
2539,3,0,Inactive
2540,6,2,Occasional User
2541,4,1,Occasional User
2542,5,0,Inactive
2543,1,0,Inactive
2544,1,1,Occasional User
2545,7,2,Occasional User
2546,2,1,Occasional User
2547,12,3,Regular User
2548,5,0,Inactive
2549,4,0,Inactive
2550,1,0,Inactive
2551,9,0,Inactive
2552,7,1,Occasional User
2553,1,0,Inactive
2555,14,3,Regular User
2556,1,1,Occasional User
2557,6,2,Occasional User
2558,5,1,Occasional User
2559,20,8,Regular User
2560,4,1,Occasional User
2561,4,1,Occasional User
2562,3,0,Inactive
2563,13,2,Occasional User
2564,15,7,Regular User
2565,3,0,Inactive
2566,8,2,Occasional User
2567,7,0,Inactive
2568,6,0,Inactive
2569,1,0,Inactive
2571,5,1,Occasional User
2572,2,0,Inactive
2573,9,1,Occasional User
2574,4,1,Occasional User
2576,4,0,Inactive
2577,2,1,Occasional User
2578,1,0,Inactive
2579,3,1,Occasional User
2580,3,0,Inactive
2581,9,2,Occasional User
2582,1,0,Inactive
2583,3,2,Occasional User
2584,3,2,Occasional User
2585,4,2,Occasional User
2586,6,1,Occasional User
2587,15,2,Occasional User
2588,6,1,Occasional User
2589,3,0,Inactive
2590,4,2,Occasional User
2591,1,1,Occasional User
2594,5,1,Occasional User
2595,3,0,Inactive
2596,3,1,Occasional User
2597,8,1,Occasional User
2598,6,0,Inactive
2599,8,1,Occasional User
2600,10,2,Occasional User
2601,5,0,Inactive
2602,6,2,Occasional User
2603,6,0,Inactive
2604,4,0,Inactive
2605,8,0,Inactive
2606,4,3,Regular User
2607,13,3,Regular User
2608,6,1,Occasional User
2609,5,2,Occasional User
2610,1,0,Inactive
2611,2,0,Inactive
2612,12,1,Occasional User
2613,6,1,Occasional User
2614,3,1,Occasional User
2615,3,1,Occasional User
2616,1,0,Inactive
2618,8,3,Regular User
2619,2,1,Occasional User
2620,8,2,Occasional User
2621,4,2,Occasional User
2622,1,0,Inactive
2623,3,1,Occasional User
2624,1,0,Inactive
2625,6,2,Occasional User
2626,1,0,Inactive
2627,10,4,Regular User
2628,3,1,Occasional User
2629,6,0,Inactive
2630,9,2,Occasional User
2631,4,0,Inactive
2633,13,3,Regular User
2634,6,1,Occasional User
2635,4,0,Inactive
2636,4,1,Occasional User
2637,2,1,Occasional User
2638,3,1,Occasional User
2639,2,0,Inactive
2640,5,2,Occasional User
2641,1,1,Occasional User
2643,6,2,Occasional User
2644,5,3,Regular User
2645,17,4,Regular User
2646,5,2,Occasional User
2647,1,0,Inactive
2648,1,0,Inactive
2649,4,1,Occasional User
2650,5,1,Occasional User
2651,2,1,Occasional User
2652,4,0,Inactive
2653,7,1,Occasional User
2654,17,3,Regular User
2655,2,0,Inactive
2656,4,3,Regular User
2657,2,0,Inactive
2658,2,1,Occasional User
2659,8,1,Occasional User
2660,5,2,Occasional User
2661,5,2,Occasional User
2662,2,0,Inactive
2663,10,4,Regular User
2664,3,1,Occasional User
2665,3,1,Occasional User
2666,2,1,Occasional User
2667,7,3,Regular User
2668,6,1,Occasional User
2669,1,0,Inactive
2670,9,1,Occasional User
2671,5,0,Inactive
2672,6,0,Inactive
2673,5,1,Occasional User
2674,7,1,Occasional User
2675,2,0,Inactive
2677,6,2,Occasional User
2679,5,1,Occasional User
2680,4,0,Inactive
2681,8,1,Occasional User
2682,1,0,Inactive
2683,9,0,Inactive
2684,3,0,Inactive
2685,8,1,Occasional User
2686,2,0,Inactive
2687,7,2,Occasional User
2688,3,0,Inactive
2689,6,1,Occasional User
2690,4,1,Occasional User
2691,4,0,Inactive
2692,3,1,Occasional User
2693,11,0,Inactive
2694,3,2,Occasional User
2695,1,0,Inactive
2696,2,1,Occasional User
2697,5,0,Inactive
2698,1,0,Inactive
2699,3,0,Inactive
2700,4,0,Inactive
2701,5,1,Occasional User
2702,2,0,Inactive
2703,4,0,Inactive
2704,2,0,Inactive
2705,4,0,Inactive
2706,2,0,Inactive
2707,1,0,Inactive
2708,6,1,Occasional User
2709,11,3,Regular User
2710,5,1,Occasional User
2711,5,0,Inactive
2712,2,0,Inactive
2713,9,0,Inactive
2714,8,2,Occasional User
2715,13,2,Occasional User
2716,8,1,Occasional User
2717,6,1,Occasional User
2718,2,0,Inactive
2721,2,0,Inactive
2722,4,1,Occasional User
2723,4,1,Occasional User
2724,1,0,Inactive
2725,8,3,Regular User
2726,10,0,Inactive
2727,1,0,Inactive
2728,4,0,Inactive
2729,1,0,Inactive
2730,4,1,Occasional User
2731,4,1,Occasional User
2733,15,3,Regular User
2734,2,0,Inactive
2735,1,1,Occasional User
2736,3,0,Inactive
2737,2,0,Inactive
2738,5,3,Regular User
2739,2,0,Inactive
2740,13,2,Occasional User
2741,6,2,Occasional User
2742,5,0,Inactive
2743,9,1,Occasional User
2744,8,1,Occasional User
2745,4,0,Inactive
2746,2,0,Inactive
2747,5,1,Occasional User
2748,9,1,Occasional User
2749,2,0,Inactive
2750,5,0,Inactive
2751,3,0,Inactive
2752,6,1,Occasional User
2753,9,2,Occasional User
2754,2,2,Occasional User
2755,2,0,Inactive
2758,1,0,Inactive
2759,1,0,Inactive
2760,18,5,Regular User
2761,7,2,Occasional User
2762,3,2,Occasional User
2763,6,3,Regular User
2764,4,2,Occasional User
2765,8,0,Inactive
2766,1,0,Inactive
2767,3,0,Inactive
2768,7,1,Occasional User
2769,4,1,Occasional User
2770,5,3,Regular User
2771,10,2,Occasional User
2772,5,1,Occasional User
2773,1,0,Inactive
2774,5,1,Occasional User
2775,3,0,Inactive
2776,3,1,Occasional User
2777,13,0,Inactive
2778,4,1,Occasional User
2779,3,1,Occasional User
2780,8,2,Occasional User
2781,1,0,Inactive
2782,2,0,Inactive
2783,1,0,Inactive
2784,3,2,Occasional User
2785,1,0,Inactive
2786,7,0,Inactive
2787,2,0,Inactive
2788,8,1,Occasional User
2789,1,0,Inactive
2790,1,0,Inactive
2791,6,1,Occasional User
2792,1,0,Inactive
2793,3,0,Inactive
2794,3,1,Occasional User
2795,4,0,Inactive
2796,3,1,Occasional User
2797,5,1,Occasional User
2798,5,1,Occasional User
2799,1,0,Inactive
2800,7,1,Occasional User
2801,6,0,Inactive
2802,1,0,Inactive
2803,2,1,Occasional User
2804,1,0,Inactive
2805,5,1,Occasional User
2806,1,0,Inactive
2807,3,0,Inactive
2808,7,2,Occasional User
2809,3,1,Occasional User
2810,4,1,Occasional User
2811,5,0,Inactive
2812,6,1,Occasional User
2813,5,1,Occasional User
2814,8,1,Occasional User
2815,4,1,Occasional User
2816,6,2,Occasional User
2817,6,1,Occasional User
2818,9,0,Inactive
2819,4,1,Occasional User
2820,7,2,Occasional User
2821,2,0,Inactive
2822,5,1,Occasional User
2823,1,0,Inactive
2826,1,1,Occasional User
2827,3,1,Occasional User
2828,4,2,Occasional User
2829,3,0,Inactive
2830,8,6,Regular User
2831,3,1,Occasional User
2833,9,0,Inactive
2834,8,0,Inactive
2835,6,0,Inactive
2836,2,1,Occasional User
2837,1,0,Inactive
2838,15,3,Regular User
2839,3,0,Inactive
2841,9,2,Occasional User
2842,5,0,Inactive
2843,2,0,Inactive
2844,2,0,Inactive
2845,3,2,Occasional User
2846,7,2,Occasional User
2847,5,0,Inactive
2848,8,1,Occasional User
2849,4,2,Occasional User
2850,1,0,Inactive
2851,6,3,Regular User
2852,3,2,Occasional User
2853,9,2,Occasional User
2854,1,0,Inactive
2855,9,1,Occasional User
2856,4,1,Occasional User
2857,4,0,Inactive
2858,13,4,Regular User
2859,20,6,Regular User
2860,9,0,Inactive
2862,6,3,Regular User
2863,2,0,Inactive
2864,4,1,Occasional User
2865,5,0,Inactive
2866,3,1,Occasional User
2867,3,0,Inactive
2868,5,0,Inactive
2869,10,1,Occasional User
2870,3,2,Occasional User
2871,2,0,Inactive
2872,1,0,Inactive
2873,1,0,Inactive
2874,3,1,Occasional User
2876,6,2,Occasional User
2878,7,2,Occasional User
2879,5,1,Occasional User
2880,7,1,Occasional User
2881,9,2,Occasional User
2882,1,1,Occasional User
2883,8,2,Occasional User
2884,18,4,Regular User
2885,12,2,Occasional User
2886,1,0,Inactive
2887,6,2,Occasional User
2889,2,1,Occasional User
2890,2,0,Inactive
2891,7,1,Occasional User
2892,4,2,Occasional User
2893,5,2,Occasional User
2894,5,0,Inactive
2895,7,1,Occasional User
2896,1,0,Inactive
2897,4,1,Occasional User
2898,6,2,Occasional User
2899,3,1,Occasional User
2900,11,1,Occasional User
2901,9,0,Inactive
2902,1,0,Inactive
2903,19,3,Regular User
2904,4,2,Occasional User
2905,2,0,Inactive
2906,13,1,Occasional User
2907,1,1,Occasional User
2908,6,0,Inactive
2909,7,2,Occasional User
2910,6,1,Occasional User
2911,4,0,Inactive
2912,8,2,Occasional User
2913,4,2,Occasional User
2914,1,0,Inactive
2915,8,1,Occasional User
2916,5,1,Occasional User
2917,5,2,Occasional User
2918,1,0,Inactive
2919,6,1,Occasional User
2920,10,1,Occasional User
2921,2,0,Inactive
2922,5,2,Occasional User
2924,8,1,Occasional User
2925,6,2,Occasional User
2926,1,0,Inactive
2927,2,0,Inactive
2928,2,0,Inactive
2929,5,3,Regular User
2930,6,0,Inactive
2931,3,0,Inactive
2932,6,0,Inactive
2933,2,0,Inactive
2934,3,0,Inactive
2935,4,0,Inactive
2936,6,0,Inactive
2937,5,1,Occasional User
2938,6,2,Occasional User
2939,1,0,Inactive
2940,8,2,Occasional User
2941,6,3,Regular User
2942,1,1,Occasional User
2943,8,2,Occasional User
2945,5,1,Occasional User
2946,6,0,Inactive
2947,5,1,Occasional User
2948,4,0,Inactive
2949,7,1,Occasional User
2950,2,0,Inactive
2951,1,1,Occasional User
2952,6,2,Occasional User
2953,3,0,Inactive
2954,4,1,Occasional User
2955,1,0,Inactive
2956,3,1,Occasional User
2957,6,2,Occasional User
2958,2,2,Occasional User
2959,2,1,Occasional User
2960,2,0,Inactive
2961,3,1,Occasional User
2962,7,0,Inactive
2963,9,1,Occasional User
2964,2,0,Inactive
2965,2,1,Occasional User
2966,5,1,Occasional User
2967,6,2,Occasional User
2968,3,1,Occasional User
2969,1,0,Inactive
2970,5,2,Occasional User
2971,8,4,Regular User
2972,6,2,Occasional User
2973,6,0,Inactive
2974,3,0,Inactive
2975,7,1,Occasional User
2976,16,3,Regular User
2977,2,0,Inactive
2978,18,1,Occasional User
2979,4,1,Occasional User
2980,2,2,Occasional User
2981,6,3,Regular User
2982,10,1,Occasional User
2983,3,1,Occasional User
2984,2,0,Inactive
2985,2,0,Inactive
2986,2,0,Inactive
2987,17,7,Regular User
2988,3,1,Occasional User
2989,2,0,Inactive
2990,2,0,Inactive
2991,10,3,Regular User
2992,2,1,Occasional User
2993,3,0,Inactive
2994,6,1,Occasional User
2995,3,0,Inactive
2996,2,1,Occasional User
2997,9,3,Regular User
2998,1,1,Occasional User
2999,7,2,Occasional User
3000,2,0,Inactive
3001,5,1,Occasional User
3002,4,1,Occasional User
3004,3,0,Inactive
3005,5,3,Regular User
3006,2,1,Occasional User
3007,1,0,Inactive
3008,9,2,Occasional User
3009,3,0,Inactive
3010,10,2,Occasional User
3011,4,1,Occasional User
3012,3,1,Occasional User
3013,3,1,Occasional User
3014,9,2,Occasional User
3015,3,0,Inactive
3016,6,2,Occasional User
3017,5,2,Occasional User
3018,6,1,Occasional User
3019,11,2,Occasional User
3020,5,2,Occasional User
3021,5,1,Occasional User
3022,6,2,Occasional User
3023,5,0,Inactive
3024,1,1,Occasional User
3025,17,5,Regular User
3026,6,2,Occasional User
3027,1,1,Occasional User
3028,3,1,Occasional User
3029,4,0,Inactive
3030,4,1,Occasional User
3031,6,2,Occasional User
3032,5,0,Inactive
3033,6,0,Inactive
3034,9,1,Occasional User
3035,7,1,Occasional User
3036,3,0,Inactive
3037,5,1,Occasional User
3038,1,0,Inactive
3039,1,1,Occasional User
3040,4,1,Occasional User
3041,10,3,Regular User
3042,1,0,Inactive
3043,7,5,Regular User
3044,3,2,Occasional User
3045,4,1,Occasional User
3046,5,1,Occasional User
3048,6,1,Occasional User
3049,9,1,Occasional User
3050,7,2,Occasional User
3051,8,2,Occasional User
3052,3,1,Occasional User
3053,6,0,Inactive
3054,7,0,Inactive
3055,4,1,Occasional User
3056,1,1,Occasional User
3057,6,3,Regular User
3058,12,1,Occasional User
3059,14,4,Regular User
3060,2,0,Inactive
3062,5,2,Occasional User
3063,5,0,Inactive
3064,6,0,Inactive
3065,2,0,Inactive
3066,9,2,Occasional User
3067,2,1,Occasional User
3068,1,0,Inactive
3069,7,1,Occasional User
3070,4,0,Inactive
3071,4,1,Occasional User
3072,6,1,Occasional User
3073,6,1,Occasional User
3074,6,3,Regular User
3075,6,2,Occasional User
3076,1,0,Inactive
3077,2,0,Inactive
3078,6,3,Regular User
3079,9,1,Occasional User
3080,1,1,Occasional User
3081,4,3,Regular User
3083,1,0,Inactive
3084,3,1,Occasional User
3085,3,0,Inactive
3086,5,1,Occasional User
3087,4,1,Occasional User
3088,3,1,Occasional User
3089,6,1,Occasional User
3090,8,0,Inactive
3091,6,0,Inactive
3092,1,1,Occasional User
3093,5,1,Occasional User
3094,1,1,Occasional User
3096,4,2,Occasional User
3097,1,0,Inactive
3098,4,1,Occasional User
3099,13,3,Regular User
3100,6,1,Occasional User
3102,3,0,Inactive
3103,2,0,Inactive
3104,4,2,Occasional User
3105,2,2,Occasional User
3106,5,0,Inactive
3107,4,0,Inactive
3108,18,0,Inactive
3109,4,0,Inactive
3110,3,0,Inactive
3111,3,1,Occasional User
3113,4,1,Occasional User
3114,16,4,Regular User
3115,7,1,Occasional User
3116,2,0,Inactive
3117,4,0,Inactive
3118,2,1,Occasional User
3119,2,0,Inactive
3120,8,0,Inactive
3121,7,0,Inactive
3123,9,1,Occasional User
3124,4,0,Inactive
3125,3,2,Occasional User
3126,6,2,Occasional User
3127,4,1,Occasional User
3129,2,1,Occasional User
3130,2,1,Occasional User
3131,1,0,Inactive
3132,2,0,Inactive
3133,1,0,Inactive
3134,4,0,Inactive
3135,1,1,Occasional User
3136,3,0,Inactive
3137,6,1,Occasional User
3138,4,2,Occasional User
3139,3,1,Occasional User
3140,19,2,Occasional User
3141,6,4,Regular User
3142,2,1,Occasional User
3143,1,1,Occasional User
3144,4,2,Occasional User
3145,8,0,Inactive
3146,9,2,Occasional User
3147,2,0,Inactive
3148,4,0,Inactive
3149,6,1,Occasional User
3150,5,2,Occasional User
3151,5,1,Occasional User
3152,1,0,Inactive
3153,4,0,Inactive
3154,2,1,Occasional User
3155,5,2,Occasional User
3156,5,1,Occasional User
3157,1,1,Occasional User
3158,9,2,Occasional User
3159,1,0,Inactive
3160,10,0,Inactive
3161,6,1,Occasional User
3162,14,6,Regular User
3163,7,2,Occasional User
3164,5,0,Inactive
3165,4,1,Occasional User
3166,4,0,Inactive
3167,1,0,Inactive
3168,1,0,Inactive
3169,4,1,Occasional User
3170,5,0,Inactive
3171,3,2,Occasional User
3172,9,3,Regular User
3173,9,2,Occasional User
3174,8,2,Occasional User
3175,20,1,Occasional User
3176,6,2,Occasional User
3177,4,2,Occasional User
3178,2,0,Inactive
3179,2,0,Inactive
3180,4,0,Inactive
3181,6,2,Occasional User
3182,7,1,Occasional User
3183,5,1,Occasional User
3184,6,1,Occasional User
3185,4,0,Inactive
3186,4,1,Occasional User
3187,9,2,Occasional User
3188,7,1,Occasional User
3189,2,1,Occasional User
3190,4,1,Occasional User
3191,7,0,Inactive
3192,2,2,Occasional User
3193,2,0,Inactive
3194,1,0,Inactive
3195,8,1,Occasional User
3196,1,0,Inactive
3197,1,0,Inactive
3198,2,0,Inactive
3199,10,1,Occasional User
3200,2,0,Inactive
3201,3,0,Inactive
3202,6,0,Inactive
3203,7,1,Occasional User
3204,2,0,Inactive
3205,5,2,Occasional User
3206,2,0,Inactive
3207,2,1,Occasional User
3208,4,1,Occasional User
3209,3,0,Inactive
3210,2,1,Occasional User
3211,10,2,Occasional User
3212,3,1,Occasional User
3213,2,1,Occasional User
3214,6,0,Inactive
3215,8,0,Inactive
3216,9,7,Regular User
3217,8,3,Regular User
3218,5,2,Occasional User
3219,6,1,Occasional User
3220,3,0,Inactive
3221,6,1,Occasional User
3222,3,0,Inactive
3223,4,0,Inactive
3224,16,6,Regular User
3225,4,0,Inactive
3226,1,0,Inactive
3227,4,1,Occasional User
3228,9,2,Occasional User
3229,8,5,Regular User
3230,6,0,Inactive
3231,3,1,Occasional User
3232,5,0,Inactive
3233,7,0,Inactive
3234,15,5,Regular User
3235,7,5,Regular User
3236,6,2,Occasional User
3237,10,1,Occasional User
3238,2,0,Inactive
3239,5,0,Inactive
3240,3,0,Inactive
3241,3,1,Occasional User
3242,5,0,Inactive
3243,3,2,Occasional User
3244,4,3,Regular User
3245,5,2,Occasional User
3247,6,1,Occasional User
3248,3,0,Inactive
3249,2,1,Occasional User
3250,6,0,Inactive
3251,5,1,Occasional User
3252,8,2,Occasional User
3253,4,1,Occasional User
3254,10,2,Occasional User
3255,3,0,Inactive
3256,8,0,Inactive
3257,5,0,Inactive
3258,4,0,Inactive
3259,8,0,Inactive
3260,2,0,Inactive
3262,6,1,Occasional User
3263,6,0,Inactive
3264,9,1,Occasional User
3265,5,2,Occasional User
3267,4,3,Regular User
3268,5,0,Inactive
3269,3,1,Occasional User
3270,4,1,Occasional User
3272,2,0,Inactive
3273,3,0,Inactive
3274,4,1,Occasional User
3275,1,0,Inactive
3276,1,0,Inactive
3277,1,0,Inactive
3278,3,0,Inactive
3279,8,2,Occasional User
3280,5,0,Inactive
3281,5,3,Regular User
3282,6,2,Occasional User
3283,1,0,Inactive
3284,1,1,Occasional User
3285,6,0,Inactive
3286,1,0,Inactive
3287,6,2,Occasional User
3288,1,0,Inactive
3289,2,1,Occasional User
3291,11,3,Regular User
3292,1,1,Occasional User
3293,4,0,Inactive
3294,3,0,Inactive
3295,2,0,Inactive
3296,13,4,Regular User
3297,5,0,Inactive
3298,14,5,Regular User
3299,7,0,Inactive
3300,2,0,Inactive
3301,4,2,Occasional User
3302,1,0,Inactive
3303,5,2,Occasional User
3304,9,3,Regular User
3305,10,2,Occasional User
3306,6,1,Occasional User
3307,6,0,Inactive
3308,16,2,Occasional User
3309,10,0,Inactive
3310,2,1,Occasional User
3311,3,0,Inactive
3312,5,2,Occasional User
3313,3,2,Occasional User
3314,20,5,Regular User
3315,6,2,Occasional User
3316,2,1,Occasional User
3317,3,0,Inactive
3318,3,0,Inactive
3319,1,0,Inactive
3320,5,3,Regular User
3321,4,0,Inactive
3322,12,2,Occasional User
3323,2,0,Inactive
3324,1,1,Occasional User
3325,4,3,Regular User
3326,6,0,Inactive
3327,2,0,Inactive
3328,3,0,Inactive
3329,4,2,Occasional User
3330,6,2,Occasional User
3331,5,3,Regular User
3332,3,0,Inactive
3333,7,3,Regular User
3334,4,0,Inactive
3335,2,1,Occasional User
3336,6,2,Occasional User
3337,2,2,Occasional User
3338,3,0,Inactive
3339,3,0,Inactive
3340,4,1,Occasional User
3341,2,0,Inactive
3342,4,0,Inactive
3343,6,1,Occasional User
3344,6,0,Inactive
3345,4,0,Inactive
3346,4,1,Occasional User
3347,6,0,Inactive
3348,7,2,Occasional User
3349,9,1,Occasional User
3350,10,1,Occasional User
3351,7,1,Occasional User
3352,5,1,Occasional User
3353,2,1,Occasional User
3354,3,1,Occasional User
3355,8,2,Occasional User
3356,8,2,Occasional User
3357,5,0,Inactive
3358,7,1,Occasional User
3359,1,0,Inactive
3360,4,0,Inactive
3361,6,2,Occasional User
3363,3,0,Inactive
3364,4,1,Occasional User
3365,1,0,Inactive
3366,4,0,Inactive
3367,6,2,Occasional User
3368,2,0,Inactive
3369,8,1,Occasional User
3370,6,1,Occasional User
3371,10,2,Occasional User
3372,6,2,Occasional User
3373,9,4,Regular User
3374,5,0,Inactive
3375,1,0,Inactive
3376,6,1,Occasional User
3377,6,0,Inactive
3378,8,1,Occasional User
3379,13,2,Occasional User
3380,5,1,Occasional User
3381,7,1,Occasional User
3382,5,1,Occasional User
3383,12,1,Occasional User
3384,7,0,Inactive
3385,3,1,Occasional User
3386,2,1,Occasional User
3387,2,0,Inactive
3388,6,1,Occasional User
3389,6,1,Occasional User
3390,3,0,Inactive
3391,5,3,Regular User
3392,1,0,Inactive
3393,1,0,Inactive
3394,6,1,Occasional User
3395,2,0,Inactive
3396,2,1,Occasional User
3397,1,0,Inactive
3398,2,1,Occasional User
3399,9,1,Occasional User
3400,5,2,Occasional User
3401,16,2,Occasional User
3402,11,2,Occasional User
3403,1,0,Inactive
3404,10,2,Occasional User
3405,2,0,Inactive
3406,2,0,Inactive
3407,2,1,Occasional User
3408,2,0,Inactive
